CTE;Status;Empresa A;Empresa B;Motorista A;Motorista B;Dif Empresa;Dif Motorista;Maior Diferença;Margem B;Página A;Página B
2057;OK por arredondamento;23817.0;23817.0;24734.19;24733.95;0.0;0.24;0.24;;5.0;14.0
2058;Divergente;9146.6;9146.6;8857.76;9498.74;0.0;-640.98;640.98;;5.0;17.0
2059;OK;12818.0;12818.0;13311.49;13311.49;0.0;0.0;0.0;;5.0;14.0
2060;OK;12675.0;12675.0;13162.99;13162.99;0.0;0.0;0.0;;5.0;14.0
2061;OK;9417.6;9417.6;9780.18;9780.18;0.0;0.0;0.0;;5.0;14.0
2062;Divergente;8933.8;8933.8;8651.68;9277.75;0.0;-626.07;626.07;;5.0;14.0
2063;Divergente;5816.0;5816.0;5470.68;6039.92;0.0;-569.24;569.24;;5.0;14.0
2064;OK;11942.4;11942.4;12402.18;12402.18;0.0;0.0;0.0;;5.0;15.0
2065;OK;8708.4;8708.4;9043.67;9043.67;0.0;0.0;0.0;;5.0;15.0
2066;OK;9499.2;9499.2;9864.92;9864.92;0.0;0.0;0.0;;5.0;15.0
2067;OK por arredondamento;3747.15;3747.15;3891.36;3891.42;0.0;-0.06;0.06;;5.0;15.0
2068;OK por arredondamento;23755.8;23755.8;24670.63;24670.4;0.0;0.23;0.23;;5.0;15.0
2069;Divergente;9748.2;9748.2;9307.21;10123.51;0.0;-816.3;816.3;;5.0;17.0
2070;OK;12081.6;12081.6;12546.74;12546.74;0.0;0.0;0.0;;5.0;15.0
2071;OK por arredondamento;21595.5;21595.5;22426.69;22426.93;0.0;-0.24;0.24;;5.0;15.0
2072;OK por arredondamento;21370.5;21370.5;22193.03;22193.26;0.0;-0.23;0.23;;5.0;15.0
2073;OK por arredondamento;21298.5;21298.5;22118.26;22118.49;0.0;-0.23;0.23;;5.0;15.0
2074;OK;11889.6;11889.6;12347.35;12347.35;0.0;0.0;0.0;;5.0;15.0
2075;OK por arredondamento;22117.5;22117.5;22968.78;22969.02;0.0;-0.24;0.24;;5.0;15.0
2076;OK;12072.0;12072.0;12536.77;12536.77;0.0;0.0;0.0;;5.0;15.0
2077;OK;12062.4;12062.4;12526.8;12526.8;0.0;0.0;0.0;;5.0;15.0
2079;OK;12067.2;12067.2;12531.79;12531.79;0.0;0.0;0.0;;5.0;15.0
2080;OK;12120.0;12120.0;12586.62;12586.62;0.0;0.0;0.0;;6.0;15.0
2081;OK;12158.4;12158.4;12626.5;12626.5;0.0;0.0;0.0;;6.0;15.0
2082;OK por arredondamento;11838.4;11838.4;12294.06;12294.18;0.0;-0.12;0.12;;6.0;15.0
2083;OK por arredondamento;13211.1;13211.1;13719.97;13719.73;0.0;0.24;0.24;;6.0;15.0
2084;OK por arredondamento;22095.0;22095.0;22945.41;22945.66;0.0;-0.25;0.25;;6.0;15.0
2085;OK por arredondamento;13338.0;13338.0;13851.76;13851.51;0.0;0.25;0.25;;6.0;15.0
2086;OK por arredondamento;13262.4;13262.4;13773.25;13773.0;0.0;0.25;0.25;;6.0;16.0
2087;OK por arredondamento;13265.1;13265.1;13776.05;13775.81;0.0;0.24;0.24;;6.0;16.0
2089;OK por arredondamento;22113.0;22113.0;22964.1;22964.35;0.0;-0.25;0.25;;6.0;16.0
2090;OK por arredondamento;14357.0;14357.0;14909.95;14909.74;0.0;0.21;0.21;;6.0;16.0
2091;OK por arredondamento;13294.8;13294.8;13806.9;13806.65;0.0;0.25;0.25;;6.0;16.0
2092;OK por arredondamento;13464.9;13464.9;13983.55;13983.3;0.0;0.25;0.25;;6.0;16.0
2093;OK;8985.6;8985.6;9331.55;9331.55;0.0;0.0;0.0;;6.0;16.0
2094;OK por arredondamento;13222.0;13222.0;13731.17;13731.05;0.0;0.12;0.12;;6.0;16.0
2095;OK por arredondamento;27195.0;27195.0;28242.4;28242.01;0.0;0.39;0.39;;6.0;16.0
2096;OK;9180.0;9180.0;9533.43;9533.43;0.0;0.0;0.0;;6.0;16.0
2097;OK por arredondamento;10560.0;10560.0;10966.66;10966.56;0.0;0.1;0.1;;6.0;16.0
2098;OK;17756.0;17756.0;18439.61;18439.61;0.0;0.0;0.0;;6.0;16.0
2099;OK;13287.2;13287.2;13798.76;13798.76;0.0;0.0;0.0;;6.0;16.0
2100;OK;13328.0;13328.0;13841.13;13841.13;0.0;0.0;0.0;;6.0;16.0
2103;OK;16224.8;16224.8;16849.45;16849.45;0.0;0.0;0.0;;6.0;16.0
2104;OK;13341.6;13341.6;13855.25;13855.25;0.0;0.0;0.0;;6.0;16.0
2105;OK;13436.8;13436.8;13954.12;13954.12;0.0;0.0;0.0;;6.0;16.0
2106;OK;12430.4;12430.4;12908.97;12908.97;0.0;0.0;0.0;;6.0;16.0
2107;OK;6283.92;6283.92;6525.85;6525.85;0.0;0.0;0.0;;6.0;16.0
2108;OK por arredondamento;12870.6;12870.6;13366.01;13366.12;0.0;-0.11;0.11;;6.0;16.0
2109;OK por arredondamento;13497.3;13497.3;14017.2;14016.95;0.0;0.25;0.25;;6.0;17.0
2110;OK;6052.8;6052.8;6285.83;6285.83;0.0;0.0;0.0;;6.0;17.0
2111;OK por arredondamento;7117.4;7117.4;7391.61;7391.42;0.0;0.19;0.19;;6.0;17.0
2113;OK;16088.8;16088.8;16708.22;16708.22;0.0;0.0;0.0;;6.0;17.0
2114;OK por arredondamento;12595.5;12595.5;13080.66;13080.43;0.0;0.23;0.23;;6.0;17.0
2115;Divergente;2627.8;2627.8;2477.64;2728.97;0.0;-251.33;251.33;;6.0;17.0
2118;OK por arredondamento;7746.7;7746.7;8045.01;8044.95;0.0;0.06;0.06;;6.0;17.0
2119;OK por arredondamento;6188.0;6188.0;6426.48;6426.24;0.0;0.24;0.24;;6.0;17.0
2120;Divergente;6421.95;6421.95;6041.39;6669.2;0.0;-627.81;627.81;;6.0;17.0
2121;OK por arredondamento;23878.2;23878.2;24797.74;24797.51;0.0;0.23;0.23;;6.0;17.0
2122;Divergente;7665.9;7665.9;7433.6;7961.04;0.0;-527.44;527.44;;6.0;17.0
2124;OK por arredondamento;1748.0;1748.0;1815.26;1815.3;0.0;-0.04;0.04;;6.0;17.0
2125;OK por arredondamento;1804.12;1804.12;1873.54;1873.58;0.0;-0.04;0.04;;6.0;17.0
2126;OK por arredondamento;1748.0;1748.0;1815.26;1815.3;0.0;-0.04;0.04;;6.0;17.0
2127;OK por arredondamento;1850.12;1850.12;1921.31;1921.35;0.0;-0.04;0.04;;6.0;17.0
2128;OK por arredondamento;1817.92;1817.92;1887.87;1887.91;0.0;-0.04;0.04;;6.0;17.0
2129;OK;6998.4;6998.4;7267.84;7267.84;0.0;0.0;0.0;;6.0;17.0
2130;Faltante no A;;12115.2;;12581.64;-12115.2;-12581.64;12581.64;;;18.0
2131;Divergente;7811.1;7811.1;7574.4;8111.83;0.0;-537.43;537.43;;6.0;18.0
2132;OK por arredondamento;24092.4;24092.4;25020.19;25019.96;0.0;0.23;0.23;;6.0;18.0
2133;OK por arredondamento;23081.7;23081.7;23970.59;23970.35;0.0;0.24;0.24;;6.0;18.0
2134;OK por arredondamento;7725.9;7725.9;8023.45;8023.35;0.0;0.1;0.1;;6.0;18.0
2135;OK por arredondamento;10114.5;10114.5;10504.0;10503.91;0.0;0.09;0.09;;6.0;18.0
2136;OK;13104.0;13104.0;13608.5;13608.5;0.0;0.0;0.0;;6.0;18.0
2137;OK por arredondamento;13634.5;13634.5;14159.55;14159.43;0.0;0.12;0.12;;6.0;18.0
2139;OK;13062.4;13062.4;13565.3;13565.3;0.0;0.0;0.0;;6.0;18.0
2140;OK;6919.2;6919.2;7185.59;7185.59;0.0;0.0;0.0;;6.0;18.0
2141;OK por arredondamento;13703.25;13703.25;14230.95;14230.83;0.0;0.12;0.12;;6.0;18.0
2142;Faltante no A;;13143.6;;13649.63;-13143.6;-13649.63;13649.63;;;18.0
2143;Faltante no A;;13292.1;;13803.85;-13292.1;-13803.85;13803.85;;;18.0
2144;Faltante no A;;13319.1;;13831.89;-13319.1;-13831.89;13831.89;;;18.0
2145;Faltante no A;;13262.4;;13773.0;-13262.4;-13773.0;13773.0;;;18.0
2147;Faltante no A;;10896.0;;11315.5;-10896.0;-11315.5;11315.5;;;18.0
2148;OK por arredondamento;24245.4;24245.4;25179.09;25178.85;0.0;0.24;0.24;;6.0;18.0
2149;OK;17200.8;17200.8;17863.03;17863.03;0.0;0.0;0.0;;6.0;19.0
2150;Faltante no B;16190.3;;13730.02;;16190.3;13730.02;16190.3;;6.0;
2151;OK por arredondamento;23857.8;23857.8;24776.56;24776.33;0.0;0.23;0.23;;6.0;18.0
2153;Faltante no A;;26160.8;;27167.99;-26160.8;-27167.99;27167.99;;;18.0
2154;Faltante no A;;20691.2;;21487.81;-20691.2;-21487.81;21487.81;;;18.0
2155;Faltante no A;;17723.2;;18405.54;-17723.2;-18405.54;18405.54;;;19.0
2156;OK por arredondamento;14386.8;14386.8;14940.57;14940.69;0.0;-0.12;0.12;;6.0;19.0
2157;OK por arredondamento;3180.0;3180.0;3302.46;3302.43;0.0;0.03;0.03;;6.0;19.0
2159;Faltante no A;;12895.2;;13391.67;-12895.2;-13391.67;13391.67;;;19.0
2160;OK;13372.8;13372.8;13887.65;13887.65;0.0;0.0;0.0;;7.0;19.0
2161;OK por arredondamento;16309.5;16309.5;16937.51;16937.42;0.0;0.09;0.09;;7.0;19.0
2162;Divergente;2046.8;2046.8;1902.32;2125.6;0.0;-223.28;223.28;;7.0;19.0
2163;Faltante no A;;11263.6;;11697.25;-11263.6;-11697.25;11697.25;;;19.0
2164;OK por arredondamento;14449.5;14449.5;15005.68;15005.81;0.0;-0.13;0.13;;7.0;19.0
2165;OK por arredondamento;13766.5;13766.5;14296.64;14296.51;0.0;0.13;0.13;;7.0;19.0
2166;OK;12890.8;12890.8;13387.1;13387.1;0.0;0.0;0.0;;7.0;19.0
2167;OK por arredondamento;10044.0;10044.0;10430.63;10430.69;0.0;-0.06;0.06;;7.0;19.0
2169;Faltante no A;;13973.55;;14511.53;-13973.55;-14511.53;14511.53;;;19.0
2170;Divergente;4797.5;4797.5;4981.83;4457.76;0.0;524.07;524.07;;7.0;20.0
2171;OK por arredondamento;10044.0;10044.0;10430.63;10430.69;0.0;-0.06;0.06;;7.0;19.0
2172;OK por arredondamento;13651.0;13651.0;14176.69;14176.56;0.0;0.13;0.13;;7.0;19.0
2173;OK por arredondamento;11910.0;11910.0;12368.77;12368.54;0.0;0.23;0.23;;7.0;19.0
2174;Divergente;7887.6;7887.6;7778.05;8191.27;0.0;-413.22;413.22;;7.0;19.0
2175;OK por arredondamento;14523.6;14523.6;15082.63;15082.76;0.0;-0.13;0.13;;7.0;19.0
2176;Faltante no A;;13722.75;;14251.08;-13722.75;-14251.08;14251.08;;;19.0
2177;Faltante no A;;14173.05;;14718.71;-14173.05;-14718.71;14718.71;;;20.0
2178;Faltante no A;;14076.15;;14618.08;-14076.15;-14618.08;14618.08;;;20.0
2179;OK por arredondamento;11631.1;11631.1;12079.15;12078.9;0.0;0.25;0.25;;7.0;20.0
2181;OK por arredondamento;10312.5;10312.5;10709.63;10709.53;0.0;0.1;0.1;;7.0;20.0
2182;OK;13145.6;13145.6;13651.71;13651.71;0.0;0.0;0.0;;7.0;20.0
2183;Faltante no A;;14492.25;;15050.2;-14492.25;-15050.2;15050.2;;;20.0
2184;Divergente;9313.8;9313.8;9019.68;9672.38;0.0;-652.7;652.7;;7.0;20.0
2185;Faltante no A;;14361.15;;14914.05;-14361.15;-14914.05;14914.05;;;20.0
2187;Faltante no A;;14073.3;;14615.12;-14073.3;-14615.12;14615.12;;;20.0
2188;OK por arredondamento;23827.2;23827.2;24744.78;24744.55;0.0;0.23;0.23;;7.0;20.0
2189;OK por arredondamento;23929.2;23929.2;24850.71;24850.47;0.0;0.24;0.24;;7.0;20.0
2190;OK por arredondamento;14827.8;14827.8;15398.86;15398.67;0.0;0.19;0.19;;7.0;20.0
2191;OK por arredondamento;10240.13;10240.13;10634.43;10634.38;0.0;0.05;0.05;;7.0;20.0
2192;OK por arredondamento;10240.13;10240.13;10634.43;10634.38;0.0;0.05;0.05;;7.0;20.0
2193;OK por arredondamento;3786.9;3786.9;3932.74;3932.7;0.0;0.04;0.04;;7.0;20.0
2194;OK por arredondamento;14636.7;14636.7;15200.4;15200.21;0.0;0.19;0.19;;7.0;20.0
2195;OK;8100.8;8100.8;8412.68;8412.68;0.0;0.0;0.0;;7.0;20.0
2196;Faltante no A;;19839.0;;20602.8;-19839.0;-20602.8;20602.8;;;20.0
2197;OK por arredondamento;23929.2;23929.2;24850.71;24850.47;0.0;0.24;0.24;;7.0;20.0
2198;OK por arredondamento;14201.55;14201.55;14748.19;14748.31;0.0;-0.12;0.12;;7.0;21.0
2199;Faltante no B;16978.1;;14398.1;;16978.1;14398.1;16978.1;;7.0;
2200;OK por arredondamento;23837.4;23837.4;24755.37;24755.14;0.0;0.23;0.23;;7.0;21.0
2201;OK;12979.2;12979.2;13478.9;13478.9;0.0;0.0;0.0;;7.0;21.0
2202;OK por arredondamento;14101.8;14101.8;14644.6;14644.72;0.0;-0.12;0.12;;7.0;21.0
2203;OK;8174.4;8174.4;8489.11;8489.11;0.0;0.0;0.0;;7.0;21.0
2204;OK por arredondamento;14426.7;14426.7;14982.0;14982.13;0.0;-0.13;0.13;;7.0;21.0
2205;Divergente;9124.05;9124.05;9124.05;9475.33;0.0;-351.28;351.28;;7.0;21.0
2206;OK por arredondamento;14004.9;14004.9;14543.97;14544.09;0.0;-0.12;0.12;;7.0;21.0
2207;Divergente;23161.6;23161.6;24053.57;23161.6;0.0;891.97;891.97;;7.0;21.0
2208;OK por arredondamento;23776.2;23776.2;24691.82;24691.58;0.0;0.24;0.24;;7.0;21.0
2209;OK por arredondamento;14158.8;14158.8;14703.79;14703.91;0.0;-0.12;0.12;;7.0;21.0
2210;OK por arredondamento;13757.6;13757.6;14287.5;14287.27;0.0;0.23;0.23;;7.0;21.0
2211;Divergente;9502.0;9502.0;9264.45;9867.83;0.0;-603.38;603.38;;7.0;21.0
2212;OK por arredondamento;11115.0;11115.0;11542.83;11542.93;0.0;-0.1;0.1;;7.0;21.0
2213;OK por arredondamento;14369.7;14369.7;14922.81;14922.93;0.0;-0.12;0.12;;7.0;21.0
2214;OK por arredondamento;20617.0;20617.0;21410.95;21410.75;0.0;0.2;0.2;;7.0;21.0
2221;OK;12260.4;12260.4;12732.43;12732.43;0.0;0.0;0.0;;7.0;21.0
2228;OK por arredondamento;18384.6;18384.6;19092.64;19092.41;0.0;0.23;0.23;;7.0;21.0
2229;Divergente;4870.1;4870.1;4791.55;5057.6;0.0;-266.05;266.05;;7.0;21.0
2230;OK por arredondamento;25577.8;25577.8;26562.79;26562.55;0.0;0.24;0.24;;7.0;21.0
2231;Divergente;13359.5;13359.5;13019.44;13873.84;0.0;-854.4;854.4;;7.0;22.0
2232;OK por arredondamento;13417.8;13417.8;13934.27;13934.39;0.0;-0.12;0.12;;7.0;22.0
2233;Faltante no B;16160.0;;13704.32;;16160.0;13704.32;16160.0;;7.0;
2234;OK por arredondamento;2745.4;2745.4;2851.09;2851.1;0.0;-0.01;0.01;;7.0;22.0
2235;OK por arredondamento;2766.4;2766.4;2872.9;2872.91;0.0;-0.01;0.01;;7.0;22.0
2236;OK por arredondamento;13598.75;13598.75;14122.43;14122.3;0.0;0.13;0.13;;7.0;22.0
2237;OK;2660.0;2660.0;2762.41;2762.41;0.0;0.0;0.0;;7.0;22.0
2238;OK por arredondamento;10632.6;10632.6;11042.15;11041.96;0.0;0.19;0.19;;7.0;22.0
2239;OK por arredondamento;13346.1;13346.1;13860.17;13859.92;0.0;0.25;0.25;;7.0;22.0
2240;OK por arredondamento;24112.8;24112.8;25041.38;25041.14;0.0;0.24;0.24;;7.0;22.0
2241;OK por arredondamento;13616.1;13616.1;14140.57;14140.32;0.0;0.25;0.25;;7.0;22.0
2242;OK por arredondamento;13648.5;13648.5;14174.22;14173.97;0.0;0.25;0.25;;7.0;22.0
2243;OK por arredondamento;13745.7;13745.7;14275.16;14274.91;0.0;0.25;0.25;;8.0;22.0
2244;OK por arredondamento;13629.6;13629.6;14154.59;14154.34;0.0;0.25;0.25;;8.0;22.0
2245;OK por arredondamento;13338.0;13338.0;13851.76;13851.51;0.0;0.25;0.25;;8.0;22.0
2246;Divergente;12474.8;12474.8;12234.9;12955.08;0.0;-720.18;720.18;;8.0;22.0
2247;OK por arredondamento;13348.8;13348.8;13862.98;13862.73;0.0;0.25;0.25;;8.0;22.0
2248;OK por arredondamento;5960.0;5960.0;6189.34;6189.46;0.0;-0.12;0.12;;8.0;22.0
2249;Divergente;10948.0;10948.0;10829.0;11369.5;0.0;-540.5;540.5;;8.0;25.0
2250;OK por arredondamento;4667.84;4667.84;4847.71;4847.55;0.0;0.16;0.16;;8.0;22.0
2251;OK por arredondamento;4640.0;4640.0;4818.8;4818.64;0.0;0.16;0.16;;8.0;22.0
2252;Divergente;10764.0;10764.0;10647.0;11178.41;0.0;-531.41;531.41;;8.0;25.0
2253;OK por arredondamento;3130.84;3130.84;3251.49;3251.38;0.0;0.11;0.11;;8.0;22.0
2254;OK por arredondamento;16185.0;16185.0;16808.22;16808.12;0.0;0.1;0.1;;8.0;23.0
2255;OK por arredondamento;11377.2;11377.2;11815.12;11815.22;0.0;-0.1;0.1;;8.0;23.0
2256;OK por arredondamento;13601.5;13601.5;14125.28;14125.16;0.0;0.12;0.12;;8.0;23.0
2257;OK por arredondamento;13510.75;13510.75;14031.04;14030.91;0.0;0.13;0.13;;8.0;23.0
2258;OK;2660.0;2660.0;2762.41;2762.41;0.0;0.0;0.0;;8.0;23.0
2259;OK;16966.0;16966.0;17619.19;17619.19;0.0;0.0;0.0;;8.0;23.0
2260;OK;2815.4;2815.4;2923.79;2923.79;0.0;0.0;0.0;;8.0;23.0
2261;OK por arredondamento;13472.25;13472.25;13991.05;13990.93;0.0;0.12;0.12;;8.0;23.0
2262;OK por arredondamento;13051.25;13051.25;13553.6;13553.72;0.0;-0.12;0.12;;8.0;23.0
2263;OK por arredondamento;13459.35;13459.35;13977.41;13977.53;0.0;-0.12;0.12;;8.0;23.0
2264;OK por arredondamento;13109.55;13109.55;13614.14;13614.27;0.0;-0.13;0.13;;8.0;23.0
2265;OK;8374.4;8374.4;8696.81;8696.81;0.0;0.0;0.0;;8.0;23.0
2266;OK por arredondamento;13159.9;13159.9;13666.43;13666.56;0.0;-0.13;0.13;;8.0;23.0
2267;OK;21102.4;21102.4;21914.84;21914.84;0.0;0.0;0.0;;8.0;23.0
2269;OK por arredondamento;13824.25;13824.25;14356.61;14356.48;0.0;0.13;0.13;;8.0;23.0
2270;Divergente;13892.0;13892.0;14426.84;13892.0;0.0;534.84;534.84;;8.0;23.0
2271;OK;22208.8;22208.8;23063.84;23063.84;0.0;0.0;0.0;;8.0;23.0
2273;Divergente;12072.0;12072.0;11342.65;12536.77;0.0;-1194.12;1194.12;;8.0;25.0
2274;OK;17388.0;17388.0;18057.44;18057.44;0.0;0.0;0.0;;8.0;23.0
2275;OK por arredondamento;17323.85;17323.85;17990.72;17990.82;0.0;-0.1;0.1;;8.0;23.0
2276;OK;6674.4;6674.4;6931.36;6931.36;0.0;0.0;0.0;;8.0;23.0
2277;OK por arredondamento;13398.4;13398.4;13914.11;13914.24;0.0;-0.13;0.13;;8.0;24.0
2278;OK por arredondamento;13112.2;13112.2;13616.9;13617.02;0.0;-0.12;0.12;;8.0;24.0
2279;OK por arredondamento;13027.4;13027.4;13528.83;13528.95;0.0;-0.12;0.12;;8.0;24.0
2280;OK por arredondamento;12990.3;12990.3;13490.3;13490.43;0.0;-0.13;0.13;;8.0;24.0
2281;Divergente;6436.8;6436.8;6103.04;6684.62;0.0;-581.58;581.58;;8.0;24.0
2282;OK por arredondamento;1650.68;1650.68;1714.29;1714.23;0.0;0.06;0.06;;8.0;24.0
2283;Divergente;11755.2;11755.2;11044.99;12207.78;0.0;-1162.79;1162.79;;8.0;25.0
2284;OK por arredondamento;13371.9;13371.9;13886.59;13886.72;0.0;-0.13;0.13;;8.0;24.0
2285;OK por arredondamento;13003.55;13003.55;13504.06;13504.19;0.0;-0.13;0.13;;8.0;24.0
2287;Divergente;9260.55;9260.55;9023.1;9617.08;0.0;-593.98;593.98;;8.0;24.0
2288;OK;16231.6;16231.6;16856.52;16856.52;0.0;0.0;0.0;;8.0;24.0
2289;OK por arredondamento;13157.25;13157.25;13663.68;13663.8;0.0;-0.12;0.12;;8.0;24.0
2291;OK por arredondamento;12230.4;12230.4;12701.15;12701.27;0.0;-0.12;0.12;;8.0;24.0
2292;Divergente;4448.6;4448.6;4335.5;4619.87;0.0;-284.37;284.37;;8.0;24.0
2293;OK;16245.2;16245.2;16870.64;16870.64;0.0;0.0;0.0;;8.0;24.0
2294;OK por arredondamento;12005.0;12005.0;12467.07;12467.19;0.0;-0.12;0.12;;8.0;24.0
2295;OK;12096.0;12096.0;12561.7;12561.7;0.0;0.0;0.0;;8.0;24.0
2296;Divergente;7986.6;7986.6;7751.7;8294.08;0.0;-542.38;542.38;;8.0;24.0
2297;OK;13350.4;13350.4;13864.39;13864.39;0.0;0.0;0.0;;8.0;24.0
2298;OK por arredondamento;10921.2;10921.2;11341.57;11341.67;0.0;-0.1;0.1;;8.0;24.0
2299;OK por arredondamento;4742.08;4742.08;4924.81;4924.65;0.0;0.16;0.16;;8.0;24.0
2301;Divergente;17927.5;15776.2;15425.73;18617.71;2151.3;-3191.98;3191.98;;8.0;25.0
2304;OK por arredondamento;12264.7;12264.7;12736.77;12736.89;0.0;-0.12;0.12;;8.0;25.0
2305;OK por arredondamento;14215.8;14215.8;14763.35;14763.11;0.0;0.24;0.24;;8.0;25.0
2306;OK por arredondamento;10155.05;10155.05;10546.08;10546.02;0.0;0.06;0.06;;8.0;27.0
2307;OK por arredondamento;1488.3;1488.3;1545.58;1545.6;0.0;-0.02;0.02;;8.0;25.0
2308;OK;23110.4;23110.4;24000.15;24000.15;0.0;0.0;0.0;;8.0;25.0
2309;OK por arredondamento;13186.4;13186.4;13693.95;13694.08;0.0;-0.13;0.13;;9.0;25.0
2310;OK por arredondamento;10155.05;10155.05;10546.08;10546.02;0.0;0.06;0.06;;9.0;27.0
2311;OK;12532.4;12532.4;13014.9;13014.9;0.0;0.0;0.0;;9.0;25.0
2312;OK;6342.4;6342.4;6586.58;6586.58;0.0;0.0;0.0;;9.0;27.0
2313;OK;12984.4;12984.4;13484.3;13484.3;0.0;0.0;0.0;;9.0;27.0
2314;OK por arredondamento;4800.08;4800.08;4985.05;4984.88;0.0;0.17;0.17;;9.0;27.0
2315;OK por arredondamento;4797.76;4797.76;4982.64;4982.47;0.0;0.17;0.17;;9.0;27.0
2316;OK por arredondamento;8884.2;8884.2;9226.36;9226.24;0.0;0.12;0.12;;9.0;25.0
2317;OK;13187.2;13187.2;13694.91;13694.91;0.0;0.0;0.0;;9.0;25.0
2318;OK por arredondamento;9453.6;9453.6;9817.68;9817.56;0.0;0.12;0.12;;9.0;25.0
2319;Divergente;7895.7;7895.7;7768.35;8199.68;0.0;-431.33;431.33;;9.0;25.0
2320;OK por arredondamento;13377.2;13377.2;13892.1;13892.22;0.0;-0.12;0.12;;9.0;25.0
2321;OK;10343.2;10343.2;10741.41;10741.41;0.0;0.0;0.0;;9.0;27.0
2322;OK por arredondamento;12977.05;12977.05;13476.54;13476.67;0.0;-0.13;0.13;;9.0;25.0
2323;OK por arredondamento;3575.8;3575.8;3713.19;3713.47;0.0;-0.28;0.28;;9.0;25.0
2324;Divergente;9472.0;9472.0;9235.2;9836.67;0.0;-601.47;601.47;;9.0;25.0
2325;OK por arredondamento;12990.3;12990.3;13490.3;13490.43;0.0;-0.13;0.13;;9.0;25.0
2329;OK;13227.2;13227.2;13736.45;13736.45;0.0;0.0;0.0;;9.0;27.0
2330;OK por arredondamento;4602.88;4602.88;4780.25;4780.09;0.0;0.16;0.16;;9.0;27.0
2331;OK;13524.0;13524.0;14044.67;14044.67;0.0;0.0;0.0;;9.0;27.0
2332;Divergente;17430.5;15338.84;14788.92;15338.84;2091.66;-549.92;2091.66;;9.0;27.0
2333;OK;14280.0;14280.0;14829.78;14829.78;0.0;0.0;0.0;;9.0;28.0
2334;Divergente;16990.3;14951.46;14415.43;14951.46;2038.84;-536.03;2038.84;;9.0;27.0
2335;OK;11009.6;11009.6;11433.47;11433.47;0.0;0.0;0.0;;9.0;27.0
2336;Divergente;17455.35;15360.71;14810.0;15360.71;2094.64;-550.71;2094.64;;9.0;26.0
2337;OK;11032.0;11032.0;11456.73;11456.73;0.0;0.0;0.0;;9.0;27.0
2338;OK;13423.2;13423.2;13939.99;13939.99;0.0;0.0;0.0;;9.0;27.0
2339;OK por arredondamento;13040.65;13040.65;13542.59;13542.72;0.0;-0.13;0.13;;9.0;26.0
2340;OK;13322.4;13322.4;13835.31;13835.31;0.0;0.0;0.0;;9.0;26.0
2342;OK;10920.0;10920.0;11340.42;11340.42;0.0;0.0;0.0;;9.0;26.0
2344;Divergente;9510.0;9510.0;9272.25;9876.14;0.0;-603.89;603.89;;9.0;26.0
2346;OK;13619.2;13619.2;14143.54;14143.54;0.0;0.0;0.0;;9.0;26.0
2347;OK por arredondamento;23725.2;23725.2;24638.85;24638.62;0.0;0.23;0.23;;9.0;26.0
2348;OK por arredondamento;4950.0;4950.0;5140.5;5140.58;0.0;-0.08;0.08;;9.0;26.0
2349;OK;10186.4;10186.4;10578.58;10578.58;0.0;0.0;0.0;;9.0;26.0
2350;OK por arredondamento;4872.0;4872.0;5059.74;5059.57;0.0;0.17;0.17;;9.0;26.0
2351;OK;13176.8;13176.8;13684.11;13684.11;0.0;0.0;0.0;;9.0;26.0
2352;OK por arredondamento;4700.32;4700.32;4881.44;4881.28;0.0;0.16;0.16;;9.0;26.0
2353;OK por arredondamento;11231.0;11231.0;11663.5;11663.39;0.0;0.11;0.11;;9.0;26.0
2354;OK por arredondamento;2530.0;2530.0;2627.43;2627.41;0.0;0.02;0.02;;9.0;26.0
2355;Divergente;17475.5;15378.44;15053.9;15378.44;2097.06;-324.54;2097.06;;9.0;26.0
2356;OK;21592.4;21592.4;22423.71;22423.71;0.0;0.0;0.0;;9.0;26.0
2357;OK;13322.4;13322.4;13835.31;13835.31;0.0;0.0;0.0;;9.0;26.0
2359;Divergente;11026.2;11026.2;10738.56;11450.71;0.0;-712.15;712.15;;9.0;28.0
2360;Divergente;9748.0;9748.0;9504.3;10123.3;0.0;-619.0;619.0;;9.0;28.0
2361;OK por arredondamento;13091.0;13091.0;13594.88;13595.0;0.0;-0.12;0.12;;9.0;26.0
2362;OK por arredondamento;13530.9;13530.9;14051.71;14051.84;0.0;-0.13;0.13;;9.0;26.0
2363;OK por arredondamento;12902.85;12902.85;13399.49;13399.61;0.0;-0.12;0.12;;9.0;26.0
2364;OK por arredondamento;13244.7;13244.7;13754.5;13754.62;0.0;-0.12;0.12;;9.0;27.0
2365;OK por arredondamento;13549.45;13549.45;14070.98;14071.1;0.0;-0.12;0.12;;9.0;27.0
2366;OK por arredondamento;13459.35;13459.35;13977.41;13977.53;0.0;-0.12;0.12;;9.0;27.0
2367;OK por arredondamento;13393.1;13393.1;13908.61;13908.73;0.0;-0.12;0.12;;9.0;27.0
2368;OK por arredondamento;13422.25;13422.25;13938.88;13939.01;0.0;-0.13;0.13;;9.0;27.0
2369;OK;14420.0;14420.0;14975.17;14975.17;0.0;0.0;0.0;;9.0;28.0
2370;OK;20332.0;20332.0;21114.78;21114.78;0.0;0.0;0.0;;9.0;28.0
2371;OK;22034.0;22034.0;22882.31;22882.31;0.0;0.0;0.0;;9.0;28.0
2373;OK;14084.0;14084.0;14626.23;14626.23;0.0;0.0;0.0;;9.0;28.0
